% 1. Title: Directive Keywords present in file dataset_corrected.csv

@RELATION directive_keywords_3

@ATTRIBUTE id NUMERIC
@ATTRIBUTE keyword_count NUMERIC
@ATTRIBUTE is_directive {directive, non-directive, revise}

@DATA
2957,1,directive
2958,0,non-directive
2958,0,non-directive
2958,0,non-directive
2958,0,non-directive
2958,0,non-directive
2958,0,non-directive
2959,0,non-directive
2959,0,non-directive
2959,0,non-directive
2959,0,non-directive
2959,0,non-directive
2959,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2960,0,non-directive
2961,0,non-directive
2961,0,non-directive
2961,0,non-directive
2961,0,non-directive
2961,0,non-directive
2964,0,non-directive
2964,0,non-directive
2966,0,non-directive
2966,0,non-directive
2966,0,non-directive
2966,0,non-directive
2966,0,non-directive
2967,0,non-directive
2967,0,non-directive
2967,0,non-directive
2967,0,non-directive
2967,0,non-directive
2968,0,non-directive
2968,0,non-directive
2968,0,non-directive
2968,0,non-directive
2968,0,non-directive
2969,0,non-directive
2969,0,non-directive
2969,0,non-directive
2969,0,non-directive
2970,0,non-directive
2970,0,non-directive
2970,0,non-directive
2970,0,non-directive
2970,0,non-directive
2970,0,non-directive
2971,0,non-directive
2971,0,non-directive
2971,0,non-directive
2971,0,non-directive
2972,0,non-directive
2972,0,non-directive
2972,0,non-directive
2972,0,non-directive
2972,0,non-directive
2972,0,non-directive
2973,0,non-directive
2973,0,non-directive
2973,0,non-directive
2973,0,non-directive
2974,0,non-directive
2974,0,non-directive
2974,0,non-directive
2974,0,non-directive
2974,0,non-directive
2975,0,non-directive
2975,0,non-directive
2975,0,non-directive
2975,0,non-directive
2975,0,non-directive
2976,0,non-directive
2976,0,non-directive
2976,0,non-directive
2976,0,non-directive
2976,0,non-directive
2976,0,non-directive
2977,0,non-directive
2977,0,non-directive
2977,0,non-directive
2977,0,non-directive
2977,0,non-directive
2978,0,non-directive
2978,0,non-directive
2978,0,non-directive
2978,0,non-directive
2978,0,non-directive
2978,0,non-directive
2979,0,non-directive
2979,0,non-directive
2979,0,non-directive
2979,0,non-directive
2979,0,non-directive
2979,0,non-directive
2980,0,non-directive
2980,0,non-directive
2980,0,non-directive
2980,0,non-directive
2980,0,non-directive
2980,0,non-directive
2980,0,non-directive
2981,0,non-directive
2981,0,non-directive
2981,0,non-directive
2981,0,non-directive
2981,0,non-directive
2982,0,non-directive
2982,0,non-directive
2982,0,non-directive
2982,0,non-directive
2982,0,non-directive
2983,1,directive
2983,0,non-directive
2983,1,directive
2983,0,non-directive
2983,0,non-directive
2983,0,non-directive
2983,0,non-directive
2983,1,directive
2983,0,non-directive
2984,0,non-directive
2984,0,non-directive
2984,0,non-directive
2985,0,non-directive
2985,0,non-directive
2986,0,non-directive
2986,0,non-directive
2986,0,non-directive
2987,0,non-directive
2987,0,non-directive
2988,0,non-directive
2988,0,non-directive
2991,1,directive
2991,0,non-directive
2991,0,non-directive
2991,0,non-directive
2991,1,directive
2991,0,non-directive
2992,1,directive
2992,0,non-directive
2992,0,non-directive
2992,0,non-directive
2992,0,non-directive
2992,1,directive
2992,0,non-directive
2994,0,non-directive
2994,0,non-directive
2994,0,non-directive
2994,0,non-directive
2994,0,non-directive
2994,0,non-directive
2996,0,non-directive
2996,0,non-directive
2996,0,non-directive
2996,0,non-directive
2996,0,non-directive
2997,0,non-directive
2997,0,non-directive
2998,0,non-directive
2998,0,non-directive
2998,0,non-directive
2998,0,non-directive
2999,0,non-directive
2999,0,non-directive
2999,0,non-directive
2999,0,non-directive
3000,0,non-directive
3000,0,non-directive
3000,0,non-directive
3000,0,non-directive
3001,0,non-directive
3001,0,non-directive
3001,0,non-directive
3001,0,non-directive
3001,0,non-directive
3002,0,non-directive
3002,0,non-directive
3002,0,non-directive
3003,1,directive
3003,0,non-directive
3003,1,directive
3003,0,non-directive
3003,0,non-directive
3004,1,directive
3004,0,non-directive
3004,1,directive
3004,0,non-directive
3004,0,non-directive
3004,0,non-directive
3004,0,non-directive
3004,0,non-directive
3005,0,non-directive
3005,0,non-directive
3008,0,non-directive
3008,0,non-directive
3009,0,non-directive
3009,0,non-directive
3010,1,directive
3010,0,non-directive
3010,1,directive
3010,0,non-directive
3010,0,non-directive
3010,0,non-directive
3010,0,non-directive
3010,0,non-directive
3012,0,non-directive
3012,0,non-directive
3012,0,non-directive
3012,0,non-directive
3012,0,non-directive
3013,0,non-directive
3013,0,non-directive
3014,0,non-directive
3014,0,non-directive
3014,0,non-directive
3015,0,non-directive
3015,0,non-directive
3015,0,non-directive
3015,0,non-directive
3015,0,non-directive
3016,0,non-directive
3016,0,non-directive
3016,0,non-directive
3016,0,non-directive
3016,0,non-directive
3017,0,non-directive
3017,0,non-directive
3018,0,non-directive
3018,0,non-directive
3018,0,non-directive
3018,0,non-directive
3018,0,non-directive
3018,0,non-directive
3018,0,non-directive
3018,0,non-directive
3019,0,non-directive
3019,0,non-directive
3019,0,non-directive
3019,0,non-directive
3019,0,non-directive
3019,0,non-directive
3021,0,non-directive
3021,0,non-directive
3021,0,non-directive
3021,0,non-directive
3021,0,non-directive
3022,0,non-directive
3022,0,non-directive
3023,0,non-directive
3023,0,non-directive
3024,0,non-directive
3024,0,non-directive
3025,0,non-directive
3025,0,non-directive
3026,0,non-directive
3026,0,non-directive
3027,0,non-directive
3027,0,non-directive
3029,0,non-directive
3029,0,non-directive
3029,0,non-directive
3029,0,non-directive
3031,1,directive
3031,0,non-directive
3031,1,directive
3031,0,non-directive
3032,0,non-directive
3032,0,non-directive
3032,0,non-directive
3033,1,directive
3033,0,non-directive
3033,1,directive
3033,0,non-directive
3033,0,non-directive
3033,0,non-directive
3033,0,non-directive
3034,1,directive
3034,0,non-directive
3034,1,directive
3035,0,non-directive
3035,0,non-directive
3035,0,non-directive
3035,0,non-directive
3036,0,non-directive
3036,0,non-directive
3036,0,non-directive
3036,0,non-directive
3037,0,non-directive
3037,0,non-directive
3037,0,non-directive
3037,0,non-directive
3038,0,non-directive
3038,0,non-directive
3038,0,non-directive
3038,0,non-directive
3039,1,directive
3039,0,non-directive
3039,0,non-directive
3039,0,non-directive
3039,1,directive
3039,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3040,0,non-directive
3041,0,non-directive
3041,0,non-directive
3043,1,directive
3043,0,non-directive
3043,0,non-directive
3043,1,directive
3044,1,directive
3044,0,non-directive
3044,0,non-directive
3044,1,directive
3045,0,non-directive
3045,0,non-directive
3045,0,non-directive
3045,0,non-directive
3046,0,non-directive
3046,0,non-directive
3047,2,directive
3047,0,non-directive
3047,0,non-directive
3047,1,directive
3047,1,directive
3048,1,directive
3048,0,non-directive
3048,0,non-directive
3048,1,directive
3049,1,directive
3049,0,non-directive
3049,0,non-directive
3049,1,directive
3050,1,directive
3050,0,non-directive
3050,1,directive
3052,0,non-directive
3052,0,non-directive
3053,0,non-directive
3053,0,non-directive
3053,0,non-directive
3054,0,non-directive
3054,0,non-directive
3055,0,non-directive
3055,0,non-directive
3056,0,non-directive
3056,0,non-directive
3057,0,non-directive
3057,0,non-directive
3058,0,non-directive
3058,0,non-directive
3059,0,non-directive
3059,0,non-directive
3060,0,non-directive
3060,0,non-directive
3061,0,non-directive
3061,0,non-directive
3062,0,non-directive
3062,0,non-directive
3063,0,non-directive
3063,0,non-directive
3064,0,non-directive
3064,0,non-directive
3065,0,non-directive
3065,0,non-directive
3066,0,non-directive
3066,0,non-directive
3067,0,non-directive
3067,0,non-directive
3068,0,non-directive
3068,0,non-directive
3068,0,non-directive
3068,0,non-directive
3068,0,non-directive
3069,0,non-directive
3069,0,non-directive
3069,0,non-directive
3069,0,non-directive
3069,0,non-directive
3069,0,non-directive
3070,0,non-directive
3070,0,non-directive
3070,0,non-directive
3070,0,non-directive
3071,0,non-directive
3071,0,non-directive
3071,0,non-directive
3072,0,non-directive
3072,0,non-directive
3072,0,non-directive
3072,0,non-directive
3072,0,non-directive
3073,0,non-directive
3073,0,non-directive
3073,0,non-directive
3073,0,non-directive
3073,0,non-directive
3073,0,non-directive
3073,0,non-directive
3074,0,non-directive
3074,0,non-directive
3074,0,non-directive
3074,0,non-directive
3075,0,non-directive
3075,0,non-directive
3075,0,non-directive
3075,0,non-directive
3076,0,non-directive
3076,0,non-directive
3077,0,non-directive
3077,0,non-directive
3078,0,non-directive
3078,0,non-directive
3079,0,non-directive
3079,0,non-directive
3079,0,non-directive
3080,0,non-directive
3080,0,non-directive
3081,0,non-directive
3081,0,non-directive
3082,0,non-directive
3082,0,non-directive
3083,0,non-directive
3083,0,non-directive
3083,0,non-directive
3083,0,non-directive
3083,0,non-directive
3083,0,non-directive
3083,0,non-directive
3083,0,non-directive
3084,1,directive
3084,1,directive
3084,0,non-directive
3085,1,directive
3085,1,directive
3085,0,non-directive
3086,0,non-directive
3086,0,non-directive
3087,0,non-directive
3087,0,non-directive
3088,0,non-directive
3088,0,non-directive
3089,0,non-directive
3089,0,non-directive
3089,0,non-directive
3089,0,non-directive
3089,0,non-directive
3090,0,non-directive
3090,0,non-directive
3090,0,non-directive
3093,1,directive
3093,0,non-directive
3093,0,non-directive
3093,0,non-directive
3093,1,directive
3093,0,non-directive
3093,0,non-directive
3094,1,directive
3094,0,non-directive
3094,0,non-directive
3094,1,directive
3095,6,directive
3095,0,non-directive
3095,3,directive
3095,1,directive
3095,1,directive
3095,2,directive
3095,0,non-directive
3095,1,directive
3095,0,non-directive
3096,0,non-directive
3096,0,non-directive
3096,0,non-directive
3096,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3097,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3098,0,non-directive
3099,0,non-directive
3099,0,non-directive
3100,0,non-directive
3100,0,non-directive
3101,0,non-directive
3101,0,non-directive
3102,0,non-directive
3102,0,non-directive
3103,0,non-directive
3103,0,non-directive
3103,0,non-directive
3103,0,non-directive
3104,0,non-directive
3104,0,non-directive
3104,0,non-directive
3104,0,non-directive
3104,0,non-directive
3106,0,non-directive
3106,0,non-directive
3107,0,non-directive
3107,0,non-directive
3108,0,non-directive
3108,0,non-directive
3109,0,non-directive
3109,0,non-directive
3110,0,non-directive
3110,0,non-directive
3110,0,non-directive
3110,0,non-directive
3111,0,non-directive
3111,0,non-directive
3111,0,non-directive
3111,0,non-directive
3111,0,non-directive
3111,0,non-directive
3112,1,directive
3112,1,directive
3112,0,non-directive
3112,0,non-directive
3113,2,directive
3113,0,non-directive
3113,1,directive
3113,2,directive
3113,0,non-directive
3114,2,directive
3114,0,non-directive
3114,0,non-directive
3114,1,directive
3114,2,directive
3114,0,non-directive
3114,0,non-directive
3114,0,non-directive
3114,0,non-directive
3115,1,directive
3115,0,non-directive
3115,0,non-directive
3115,0,non-directive
3115,1,directive
3115,0,non-directive
3115,0,non-directive
3115,0,non-directive
3116,0,non-directive
3116,0,non-directive
3116,0,non-directive
3116,0,non-directive
3116,0,non-directive
3117,0,non-directive
3117,0,non-directive
3117,0,non-directive
3117,0,non-directive
3117,0,non-directive
3118,0,non-directive
3118,0,non-directive
3119,3,directive
3119,0,non-directive
3119,0,non-directive
3119,0,non-directive
3119,0,non-directive
3119,3,directive
3119,0,non-directive
3120,3,directive
3120,0,non-directive
3120,0,non-directive
3120,0,non-directive
3120,0,non-directive
3120,3,directive
3120,0,non-directive
3121,0,non-directive
3121,0,non-directive
3121,0,non-directive
3121,0,non-directive
3121,0,non-directive
3121,0,non-directive
3121,0,non-directive
3122,0,non-directive
3122,0,non-directive
3122,0,non-directive
3122,0,non-directive
3123,0,non-directive
3123,0,non-directive
3123,0,non-directive
3123,0,non-directive
3123,0,non-directive
3123,0,non-directive
3124,0,non-directive
3124,0,non-directive
3124,0,non-directive
3124,0,non-directive
3124,0,non-directive
3128,0,non-directive
3128,0,non-directive
3128,0,non-directive
3128,0,non-directive
3128,0,non-directive
3128,0,non-directive
3128,0,non-directive
3129,1,directive
3129,0,non-directive
3129,0,non-directive
3129,0,non-directive
3129,1,directive
3131,4,directive
3131,0,non-directive
3131,2,directive
3131,0,non-directive
3131,0,non-directive
3131,0,non-directive
3131,2,directive
3131,0,non-directive
3131,2,directive
3131,0,non-directive
3131,0,non-directive
3131,0,non-directive
3131,0,non-directive
3131,0,non-directive
3131,0,non-directive
3132,2,directive
3132,0,non-directive
3132,2,directive
3132,0,non-directive
3132,0,non-directive
3132,0,non-directive
3133,2,directive
3133,0,non-directive
3133,2,directive
3133,0,non-directive
3133,0,non-directive
3133,0,non-directive
3134,2,directive
3134,0,non-directive
3134,2,directive
3134,0,non-directive
3134,0,non-directive
3134,0,non-directive
3135,0,non-directive
3135,0,non-directive
3135,0,non-directive
3135,0,non-directive
3135,0,non-directive
3136,2,directive
3136,0,non-directive
3136,2,directive
3136,0,non-directive
3136,0,non-directive
3136,0,non-directive
3137,0,non-directive
3137,0,non-directive
3137,0,non-directive
3137,0,non-directive
3137,0,non-directive
3139,2,directive
3139,0,non-directive
3139,2,directive
3139,0,non-directive
3139,0,non-directive
3139,0,non-directive
3139,0,non-directive
3142,0,non-directive
3142,0,non-directive
3142,0,non-directive
3142,0,non-directive
3143,2,directive
3143,0,non-directive
3143,2,directive
3143,0,non-directive
3143,0,non-directive
3143,0,non-directive
3145,1,directive
3145,0,non-directive
3145,1,directive
3145,0,non-directive
3145,0,non-directive
3145,0,non-directive
3152,0,non-directive
3152,0,non-directive
3153,0,non-directive
3153,0,non-directive
3153,0,non-directive
3154,0,non-directive
3154,0,non-directive
3154,0,non-directive
3154,0,non-directive
3158,2,directive
3158,0,non-directive
3158,1,directive
3158,0,non-directive
3158,0,non-directive
3158,0,non-directive
3158,0,non-directive
3158,0,non-directive
3158,1,directive
3158,0,non-directive
3158,0,non-directive
3159,0,non-directive
3159,0,non-directive
3160,5,directive
3160,0,non-directive
3160,0,non-directive
3160,2,directive
3160,1,directive
3160,2,directive
3160,0,non-directive
3160,0,non-directive
3160,2,directive
3160,0,non-directive
3160,0,non-directive
3161,3,directive
3161,0,non-directive
3161,0,non-directive
3161,1,directive
3161,2,directive
3161,0,non-directive
3161,0,non-directive
3164,0,non-directive
3164,0,non-directive
3164,0,non-directive
3164,0,non-directive
3164,0,non-directive
3165,0,non-directive
3165,0,non-directive
3166,0,non-directive
3166,0,non-directive
3166,0,non-directive
3166,0,non-directive
3166,0,non-directive
3167,1,directive
3167,1,directive
3167,0,non-directive
3167,0,non-directive
3167,0,non-directive
3167,0,non-directive
3167,0,non-directive
3167,0,non-directive
3168,0,non-directive
3168,0,non-directive
3168,0,non-directive
3168,0,non-directive
3168,0,non-directive
3169,0,non-directive
3169,0,non-directive
3170,1,directive
3170,1,directive
3170,0,non-directive
3170,0,non-directive
3170,0,non-directive
3171,0,non-directive
3171,0,non-directive
3172,0,non-directive
3172,0,non-directive
3172,0,non-directive
3173,0,non-directive
3173,0,non-directive
3174,0,non-directive
3174,0,non-directive
3178,2,directive
3178,0,non-directive
3178,0,non-directive
3178,1,directive
3178,0,non-directive
3178,2,directive
3178,0,non-directive
3178,0,non-directive
3178,0,non-directive
3179,4,directive
3179,1,directive
3179,3,directive
3179,0,non-directive
3179,0,non-directive
3180,0,non-directive
3180,0,non-directive
3180,0,non-directive
3180,0,non-directive
3181,0,non-directive
3181,0,non-directive
3181,0,non-directive
3181,0,non-directive
3182,0,non-directive
3182,0,non-directive
3182,0,non-directive
3182,0,non-directive
3182,0,non-directive
3191,1,directive
3191,1,directive
3191,0,non-directive
3191,0,non-directive
3191,0,non-directive
3192,0,non-directive
3192,0,non-directive
3193,0,non-directive
3193,0,non-directive
3193,0,non-directive
3193,0,non-directive
3194,0,non-directive
3194,0,non-directive
3194,0,non-directive
3194,0,non-directive
3195,0,non-directive
3195,0,non-directive
3196,0,non-directive
3196,0,non-directive
3196,0,non-directive
3197,0,non-directive
3197,0,non-directive
3197,0,non-directive
3197,0,non-directive
3197,0,non-directive
3197,0,non-directive
3197,0,non-directive
3198,0,non-directive
3198,0,non-directive
3199,1,directive
3199,1,directive
3199,0,non-directive
3200,0,non-directive
3200,0,non-directive
3201,0,non-directive
3201,0,non-directive
3202,0,non-directive
3202,0,non-directive
3202,0,non-directive
3202,0,non-directive
3202,0,non-directive
3202,0,non-directive
3203,0,non-directive
3203,0,non-directive
3204,0,non-directive
3204,0,non-directive
3205,0,non-directive
3205,0,non-directive
3205,0,non-directive
3206,0,non-directive
3206,0,non-directive
3207,1,directive
3207,1,directive
3207,0,non-directive
3208,1,directive
3208,1,directive
3208,0,non-directive
3209,1,directive
3209,1,directive
3209,0,non-directive
3210,0,non-directive
3210,0,non-directive
3210,0,non-directive
3211,0,non-directive
3211,0,non-directive
3211,0,non-directive
3212,0,non-directive
3212,0,non-directive
3212,0,non-directive
3213,0,non-directive
3213,0,non-directive
3214,0,non-directive
3214,0,non-directive
3214,0,non-directive
3214,0,non-directive
3215,0,non-directive
3215,0,non-directive
3215,0,non-directive
3215,0,non-directive
3215,0,non-directive
3216,0,non-directive
3216,0,non-directive
3217,0,non-directive
3217,0,non-directive
3217,0,non-directive
3217,0,non-directive
3218,0,non-directive
3218,0,non-directive
3218,0,non-directive
3218,0,non-directive
3219,0,non-directive
3219,0,non-directive
3219,0,non-directive
3220,2,directive
3220,0,non-directive
3220,2,directive
3220,0,non-directive
3220,0,non-directive
3220,0,non-directive
3221,0,non-directive
3221,0,non-directive
3221,0,non-directive
3221,0,non-directive
3221,0,non-directive
3222,2,directive
3222,0,non-directive
3222,0,non-directive
3222,2,directive
3222,0,non-directive
3222,0,non-directive
3222,0,non-directive
3223,1,directive
3223,1,directive
3223,0,non-directive
3223,0,non-directive
3224,7,directive
3224,1,directive
3224,2,directive
3224,0,non-directive
3224,2,directive
3224,0,non-directive
3224,1,directive
3224,2,directive
3224,3,directive
3224,2,directive
3224,0,non-directive
3224,0,non-directive
3224,0,non-directive
3225,2,directive
3225,1,directive
3225,0,non-directive
3225,0,non-directive
3225,2,directive
3225,0,non-directive
3225,0,non-directive
3225,0,non-directive
3225,0,non-directive
3225,0,non-directive
3226,0,non-directive
3226,0,non-directive
3226,0,non-directive
3226,0,non-directive
3226,0,non-directive
3227,0,non-directive
3227,0,non-directive
3227,0,non-directive
3227,0,non-directive
3228,0,non-directive
3228,0,non-directive
3228,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3229,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3230,0,non-directive
3231,0,non-directive
3231,0,non-directive
3231,0,non-directive
3231,0,non-directive
3231,0,non-directive
3231,0,non-directive
3231,0,non-directive
3232,0,non-directive
3232,0,non-directive
3232,0,non-directive
3232,0,non-directive
3233,0,non-directive
3233,0,non-directive
3234,0,non-directive
3234,0,non-directive
3235,3,directive
3235,0,non-directive
3235,0,non-directive
3235,2,directive
3235,1,directive
3235,0,non-directive
3235,0,non-directive
3236,4,directive
3236,0,non-directive
3236,4,directive
3236,0,non-directive
3236,0,non-directive
3236,0,non-directive
3238,0,non-directive
3238,0,non-directive
3239,0,non-directive
3239,0,non-directive
3240,0,non-directive
3240,0,non-directive
3241,0,non-directive
3241,0,non-directive
3242,0,non-directive
3242,0,non-directive
3242,0,non-directive
3242,0,non-directive
3242,0,non-directive
3242,0,non-directive
3242,0,non-directive
3243,1,directive
3243,0,non-directive
3243,0,non-directive
3243,1,directive
3244,0,non-directive
3244,0,non-directive
3245,1,directive
3245,0,non-directive
3245,0,non-directive
3245,1,directive
3246,0,non-directive
3246,0,non-directive
3247,3,directive
3247,0,non-directive
3247,0,non-directive
3247,2,directive
3247,1,directive
3247,0,non-directive
3247,0,non-directive
3247,0,non-directive
3248,0,non-directive
3248,0,non-directive
3249,0,non-directive
3249,0,non-directive
3250,4,directive
3250,0,non-directive
3250,1,directive
3250,2,directive
3250,1,directive
3250,0,non-directive
3250,0,non-directive
3252,0,non-directive
3252,0,non-directive
3253,0,non-directive
3253,0,non-directive
3254,0,non-directive
3254,0,non-directive
3254,0,non-directive
3254,0,non-directive
3255,3,directive
3255,0,non-directive
3255,1,directive
3255,2,directive
3255,0,non-directive
3255,0,non-directive
3255,0,non-directive
3255,0,non-directive
3255,0,non-directive
3256,0,non-directive
3256,0,non-directive
3256,0,non-directive
3256,0,non-directive
3257,0,non-directive
3257,0,non-directive
3258,0,non-directive
3258,0,non-directive
3259,0,non-directive
3259,0,non-directive
3259,0,non-directive
3259,0,non-directive
3259,0,non-directive
3259,0,non-directive
3260,0,non-directive
3260,0,non-directive
3260,0,non-directive
3260,0,non-directive
3261,0,non-directive
3261,0,non-directive
3261,0,non-directive
3261,0,non-directive
3262,0,non-directive
3262,0,non-directive
3262,0,non-directive
3262,0,non-directive
3265,0,non-directive
3265,0,non-directive
3265,0,non-directive
3265,0,non-directive
3265,0,non-directive
3265,0,non-directive
3265,0,non-directive
3266,0,non-directive
3266,0,non-directive
3266,0,non-directive
3266,0,non-directive
3266,0,non-directive
3266,0,non-directive
3267,0,non-directive
3267,0,non-directive
3267,0,non-directive
3267,0,non-directive
3267,0,non-directive
3268,0,non-directive
3268,0,non-directive
3268,0,non-directive
3268,0,non-directive
3268,0,non-directive
3269,1,directive
3269,1,directive
3269,0,non-directive
3269,0,non-directive
3269,1,directive
3269,0,non-directive
3270,0,non-directive
3270,0,non-directive
3270,0,non-directive
3272,0,non-directive
3272,0,non-directive
3272,0,non-directive
3272,0,non-directive
3272,0,non-directive
3272,0,non-directive
3272,0,non-directive
3273,0,non-directive
3273,0,non-directive
3273,0,non-directive
3274,1,directive
3274,0,non-directive
3274,1,directive
3274,0,non-directive
3274,0,non-directive
3274,0,non-directive
3274,0,non-directive
3274,0,non-directive
3274,0,non-directive
3275,0,non-directive
3275,0,non-directive
3275,0,non-directive
3275,0,non-directive
3275,0,non-directive
3276,1,directive
3276,0,non-directive
3276,0,non-directive
3276,0,non-directive
3276,0,non-directive
3276,1,directive
3276,0,non-directive
3276,0,non-directive
3276,0,non-directive
3277,1,directive
3277,0,non-directive
3277,1,directive
3277,0,non-directive
3277,0,non-directive
3277,0,non-directive
3277,0,non-directive
3277,0,non-directive
3277,0,non-directive
3277,0,non-directive
3278,0,non-directive
3278,0,non-directive
3280,3,directive
3280,0,non-directive
3280,0,non-directive
3280,2,directive
3280,1,directive
3280,0,non-directive
3280,0,non-directive
3280,0,non-directive
3281,0,non-directive
3281,0,non-directive
3281,0,non-directive
3281,0,non-directive
3281,0,non-directive
3282,2,directive
3282,0,non-directive
3282,0,non-directive
3282,0,non-directive
3282,0,non-directive
3282,2,directive
3282,0,non-directive
3282,0,non-directive
3282,0,non-directive
3282,0,non-directive
3282,0,non-directive
3283,1,directive
3283,1,directive
3283,0,non-directive
3283,0,non-directive
3283,0,non-directive
3284,0,non-directive
3284,0,non-directive
3285,0,non-directive
3285,0,non-directive
3287,0,non-directive
3287,0,non-directive
3287,0,non-directive
3287,0,non-directive
3287,0,non-directive
3288,0,non-directive
3288,0,non-directive
3288,0,non-directive
3288,0,non-directive
3289,0,non-directive
3289,0,non-directive
3289,0,non-directive
3289,0,non-directive
3290,0,non-directive
3290,0,non-directive
3291,0,non-directive
3291,0,non-directive
3291,0,non-directive
3292,0,non-directive
3292,0,non-directive
3292,0,non-directive
3292,0,non-directive
3294,1,directive
3294,1,directive
3294,0,non-directive
3294,0,non-directive
3294,0,non-directive
3295,0,non-directive
3295,0,non-directive
3296,0,non-directive
3296,0,non-directive
3297,0,non-directive
3297,0,non-directive
3298,0,non-directive
3298,0,non-directive
3298,0,non-directive
3298,0,non-directive
3300,0,non-directive
3300,0,non-directive
3301,0,non-directive
3301,0,non-directive
3301,0,non-directive
3302,0,non-directive
3302,0,non-directive
3302,0,non-directive
3303,0,non-directive
3303,0,non-directive
3303,0,non-directive
3303,0,non-directive
3304,2,directive
3304,0,non-directive
3304,2,directive
3304,0,non-directive
3304,0,non-directive
3305,2,directive
3305,0,non-directive
3305,2,directive
3305,0,non-directive
3305,0,non-directive
3306,0,non-directive
3306,0,non-directive
3306,0,non-directive
3306,0,non-directive
3307,0,non-directive
3307,0,non-directive
3307,0,non-directive
3307,0,non-directive
3309,0,non-directive
3309,0,non-directive
3309,0,non-directive
3309,0,non-directive
3310,0,non-directive
3310,0,non-directive
3310,0,non-directive
3310,0,non-directive
3310,0,non-directive
3310,0,non-directive
3311,0,non-directive
3311,0,non-directive
3311,0,non-directive
3311,0,non-directive
3312,0,non-directive
3312,0,non-directive
3312,0,non-directive
3312,0,non-directive
3313,0,non-directive
3313,0,non-directive
3313,0,non-directive
3313,0,non-directive
3314,0,non-directive
3314,0,non-directive
3314,0,non-directive
3314,0,non-directive
3315,1,directive
3315,1,directive
3315,0,non-directive
3315,0,non-directive
3315,0,non-directive
3316,0,non-directive
3316,0,non-directive
3316,0,non-directive
3316,0,non-directive
3317,1,directive
3317,1,directive
3317,0,non-directive
3317,0,non-directive
3318,0,non-directive
3318,0,non-directive
3319,0,non-directive
3319,0,non-directive
3319,0,non-directive
3319,0,non-directive
3320,0,non-directive
3320,0,non-directive
3321,0,non-directive
3321,0,non-directive
3322,0,non-directive
3322,0,non-directive
3322,0,non-directive
3323,0,non-directive
3323,0,non-directive
3323,0,non-directive
3324,0,non-directive
3324,0,non-directive
3325,0,non-directive
3325,0,non-directive
3326,1,directive
3326,1,directive
3326,0,non-directive
3326,0,non-directive
3327,2,directive
3327,0,non-directive
3327,2,directive
3327,0,non-directive
3327,0,non-directive
3328,2,directive
3328,0,non-directive
3328,1,directive
3328,0,non-directive
3328,1,directive
3328,0,non-directive
3329,0,non-directive
3329,0,non-directive
3329,0,non-directive
3329,0,non-directive
3329,0,non-directive
3329,0,non-directive
3329,0,non-directive
3330,0,non-directive
3330,0,non-directive
3330,0,non-directive
3330,0,non-directive
3330,0,non-directive
3332,0,non-directive
3332,0,non-directive
3333,0,non-directive
3333,0,non-directive
3334,4,directive
3334,0,non-directive
3334,0,non-directive
3334,0,non-directive
3334,0,non-directive
3334,2,directive
3334,0,non-directive
3334,0,non-directive
3334,0,non-directive
3334,1,directive
3334,2,directive
3334,0,non-directive
3335,2,directive
3335,0,non-directive
3335,0,non-directive
3335,0,non-directive
3335,0,non-directive
3335,2,directive
3335,0,non-directive
3335,0,non-directive
3335,0,non-directive
3336,0,non-directive
3336,0,non-directive
3336,0,non-directive
3336,0,non-directive
3336,0,non-directive
3338,0,non-directive
3338,0,non-directive
3339,0,non-directive
3339,0,non-directive
3339,0,non-directive
3339,0,non-directive
3339,0,non-directive
3339,0,non-directive
3340,4,directive
3340,0,non-directive
3340,1,directive
3340,2,directive
3340,1,directive
3340,0,non-directive
3340,0,non-directive
3341,4,directive
3341,0,non-directive
3341,0,non-directive
3341,1,directive
3341,2,directive
3341,1,directive
3341,0,non-directive
3341,0,non-directive
3341,0,non-directive
3341,0,non-directive
